customer_id,dimension,passed,status,evaluation_details,findings,remediation_required,next_review_date
C011,AML Screening,True,Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN'}, 'rescreening_evaluation': {'risk_rating': 'Medium', 'allowed_interval_days': 365, 'days_since_last_screening': 12, 'next_screening_due': Timestamp('2027-03-28 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-03-28', 'days_since_last_screening': 12, 'next_screening_due': '2027-03-28T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on UN', '✓ On schedule: 12 days since last screening (next due: 2027-03-28)', ' Hit resolved as None in None days']",False,2026-07-08
C012,AML Screening,True,Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'Offshore', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'HMT'}, 'rescreening_evaluation': {'risk_rating': 'Low', 'allowed_interval_days': 365, 'days_since_last_screening': 94, 'next_screening_due': Timestamp('2027-01-05 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-01-05', 'days_since_last_screening': 94, 'next_screening_due': '2027-01-05T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on HMT', '✓ On schedule: 94 days since last screening (next due: 2027-01-05)', ' Hit resolved as None in None days']",False,2026-07-08
C013,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'HMT'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 112, 'next_screening_due': Timestamp('2026-12-18 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-12-18', 'days_since_last_screening': 112, 'next_screening_due': '2026-12-18T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on HMT', '✓ On schedule: 112 days since last screening (next due: 2026-12-18)', ' Hit resolved as None in None days']",False,2026-07-08
C014,AML Screening,True,Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'screening_evaluation': {'screening_result': 'Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN_PEP'}, 'rescreening_evaluation': {'risk_rating': 'Low', 'allowed_interval_days': 365, 'days_since_last_screening': 47, 'next_screening_due': Timestamp('2027-02-21 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-02-21', 'days_since_last_screening': 47, 'next_screening_due': '2027-02-21T00:00:00', 'screening_overdue': False}","[' Hit detected: Hit on UN_PEP', '✓ On schedule: 47 days since last screening (next due: 2027-02-21)', ' Hit resolved as None in None days']",False,2026-07-08
C015,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 94, 'next_screening_due': Timestamp('2027-01-05 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-01-05', 'days_since_last_screening': 94, 'next_screening_due': '2027-01-05T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on UN', '✓ On schedule: 94 days since last screening (next due: 2027-01-05)', ' Hit resolved as None in None days']",False,2026-07-08
C016,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'OFAC'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 108, 'next_screening_due': Timestamp('2026-12-22 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-12-22', 'days_since_last_screening': 108, 'next_screening_due': '2026-12-22T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on OFAC', '✓ On schedule: 108 days since last screening (next due: 2026-12-22)', ' Hit resolved as None in None days']",False,2026-07-08
C017,AML Screening,True,Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN'}, 'rescreening_evaluation': {'risk_rating': 'Medium', 'allowed_interval_days': 365, 'days_since_last_screening': 46, 'next_screening_due': Timestamp('2027-02-22 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-02-22', 'days_since_last_screening': 46, 'next_screening_due': '2027-02-22T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on UN', '✓ On schedule: 46 days since last screening (next due: 2027-02-22)', ' Hit resolved as None in None days']",False,2026-07-08
C018,AML Screening,True,Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN'}, 'rescreening_evaluation': {'risk_rating': 'Medium', 'allowed_interval_days': 365, 'days_since_last_screening': 20, 'next_screening_due': Timestamp('2027-03-20 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-03-20', 'days_since_last_screening': 20, 'next_screening_due': '2027-03-20T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on UN', '✓ On schedule: 20 days since last screening (next due: 2027-03-20)', ' Hit resolved as None in None days']",False,2026-07-08
C019,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'UK', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'HMT'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 78, 'next_screening_due': Timestamp('2027-01-21 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-01-21', 'days_since_last_screening': 78, 'next_screening_due': '2027-01-21T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on HMT', '✓ On schedule: 78 days since last screening (next due: 2027-01-21)', ' Hit resolved as None in None days']",False,2026-07-08
C020,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'Offshore', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'EU'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 109, 'next_screening_due': Timestamp('2026-12-21 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-12-21', 'days_since_last_screening': 109, 'next_screening_due': '2026-12-21T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on EU', '✓ On schedule: 109 days since last screening (next due: 2026-12-21)', ' Hit resolved as None in None days']",False,2026-07-08
C021,AML Screening,True,Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'HMT'}, 'rescreening_evaluation': {'risk_rating': 'Low', 'allowed_interval_days': 365, 'days_since_last_screening': 89, 'next_screening_due': Timestamp('2027-01-10 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-01-10', 'days_since_last_screening': 89, 'next_screening_due': '2027-01-10T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on HMT', '✓ On schedule: 89 days since last screening (next due: 2027-01-10)', ' Hit resolved as None in None days']",False,2026-07-08
C022,AML Screening,True,Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'HMT'}, 'rescreening_evaluation': {'risk_rating': 'Medium', 'allowed_interval_days': 365, 'days_since_last_screening': 90, 'next_screening_due': Timestamp('2027-01-09 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-01-09', 'days_since_last_screening': 90, 'next_screening_due': '2027-01-09T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on HMT', '✓ On schedule: 90 days since last screening (next due: 2027-01-09)', ' Hit resolved as None in None days']",False,2026-07-08
C023,AML Screening,True,Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'UK', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'OFAC'}, 'rescreening_evaluation': {'risk_rating': 'Low', 'allowed_interval_days': 365, 'days_since_last_screening': 14, 'next_screening_due': Timestamp('2027-03-26 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-03-26', 'days_since_last_screening': 14, 'next_screening_due': '2027-03-26T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on OFAC', '✓ On schedule: 14 days since last screening (next due: 2027-03-26)', ' Hit resolved as None in None days']",False,2026-07-08
C024,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'Offshore', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 103, 'next_screening_due': Timestamp('2026-12-27 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-12-27', 'days_since_last_screening': 103, 'next_screening_due': '2026-12-27T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on UN', '✓ On schedule: 103 days since last screening (next due: 2026-12-27)', ' Hit resolved as None in None days']",False,2026-07-08
C025,AML Screening,True,Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'EU'}, 'rescreening_evaluation': {'risk_rating': 'Low', 'allowed_interval_days': 365, 'days_since_last_screening': 173, 'next_screening_due': Timestamp('2026-10-18 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-10-18', 'days_since_last_screening': 173, 'next_screening_due': '2026-10-18T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on EU', '✓ On schedule: 173 days since last screening (next due: 2026-10-18)', ' Hit resolved as None in None days']",False,2026-07-08
C026,AML Screening,True,Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'HMT'}, 'rescreening_evaluation': {'risk_rating': 'Low', 'allowed_interval_days': 365, 'days_since_last_screening': 36, 'next_screening_due': Timestamp('2027-03-04 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2026-03-04', 'days_since_last_screening': 36, 'next_screening_due': '2027-03-04T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on HMT', '✓ On schedule: 36 days since last screening (next due: 2027-03-04)', ' Hit resolved as None in None days']",False,2026-07-08
C027,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'UK', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'EU'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 198, 'next_screening_due': Timestamp('2026-09-23 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-09-23', 'days_since_last_screening': 198, 'next_screening_due': '2026-09-23T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on EU', '✓ On schedule: 198 days since last screening (next due: 2026-09-23)', ' Hit resolved as None in None days']",False,2026-07-08
C028,AML Screening,True,Compliant,"{'risk_rating': 'High', 'jurisdiction': 'US', 'screening_evaluation': {'screening_result': 'No Hit', 'screening_status': 'HIT_DETECTED', 'hit_severity': 'No Hit', 'match_name': None, 'match_score': None, 'list_reference': 'UN'}, 'rescreening_evaluation': {'risk_rating': 'High', 'allowed_interval_days': 365, 'days_since_last_screening': 241, 'next_screening_due': Timestamp('2026-08-11 00:00:00'), 'overdue': False, 'days_overdue': 0}, 'hit_evaluation': {'resolution_status': None, 'compliance_status': 'UNKNOWN', 'needs_manual_review': False, 'hit_severity': 'No Hit', 'resolution_date': None, 'days_to_resolution': None, 'sla_limit_days': None, 'sla_breached': False}, 'last_screening_date': '2025-08-11', 'days_since_last_screening': 241, 'next_screening_due': '2026-08-11T00:00:00', 'screening_overdue': False}","[' Hit detected: No Hit on UN', '✓ On schedule: 241 days since last screening (next due: 2026-08-11)', ' Hit resolved as None in None days']",False,2026-07-08
